"","price","building_number","street_number","street_name","city","province","squares","type","year","age","bed","bath","tax","longitude","latitude"
"181","$928,000",NA,"6030","Woodsworth Street","Burnaby","BC","1,177 sq.ft.","Residential, Condo",2002,16,4,"2","$2,212",-122.9762372,49.2507146
"182","$928,000","301","6198","Ash Street","Vancouver West","BC","1,009 sq.ft.","Residential, Condo",2002,16,2,"2","$2,305",-123.1175677,49.2287756
"183","$928,000","2307","6461","Telford Avenue","Burnaby","BC","920 sq.ft.","Residential, Condo",2014,4,2,"2","$3,094",-123.0040735,49.2251902
"184","$926,900","307","4488","Juneau Street","Burnaby","BC","887 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.00366,49.2632392
"185","$920,000","401","1510","W 6th Avenue","Vancouver West","BC","857 sq.ft.","Residential, Condo",2018,NA,1,"1","$2,950",-123.1389486,49.2661716
"186","$920,000","1002","4880","Bennett Street","Burnaby","BC","900 sq.ft.","Residential, Condo",2013,5,2,"2","$3,300",-122.9949968,49.22484
"187","$920,000","1203","7117","Elmbridge Way","Richmond","BC","1,130 sq.ft.","Residential, Condo",2012,6,3,"2","$2,656",-123.1443481,49.1721636
"188","$919,900","403","4289","Hastings Street","Burnaby","BC","995 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0089578,49.2811966
"189","$918,000","901","5883","Barker Avenue","Burnaby","BC","935 sq.ft.","Residential, Condo",2017,1,2,"2","$1,017",-123.0114492,49.2314862
"190","$918,000","1906","4388","Buchanan Street","Burnaby","BC","1,201 sq.ft.","Residential, Condo",2002,16,2,"2","$3,040",-123.008069,49.267248
"191","$918,000","724","1777","W 7th Avenue","Vancouver West","BC","795 sq.ft.","Residential, Condo",2013,5,2,"1","$2,498",-123.1452121,49.2656719
"192","$918,000","1702","6288","No. 3 Road","Richmond","BC","926 sq.ft.","Residential, Condo",2016,2,2,"2","$2,224",-123.1359036,49.1679389
"193","$913,000","705","4083","Cambie Street","Vancouver West","BC","840 sq.ft.","Residential, Condo",2017,1,2,"2","$2,552",-123.1158023,49.2494882
"194","$910,000","2503","111","W Georgia Street","Vancouver West","BC","891 sq.ft.","Residential, Condo",2007,11,2,"2","$2,145",-123.1106124,49.2781262
"195","$910,000","2606","1308","Hornby Street","Vancouver West","BC","655 sq.ft.","Residential, Condo",2014,4,1,"1","$1,873",-123.1297228,49.2771532
"196","$909,000","601","8080","Cambie Road","Richmond","BC","1,205 sq.ft.","Residential, Condo",2008,10,2,"2","$2,429",-123.1352468,49.184504
"197","$909,000","708","188","E Esplanade","North Vancouver","BC","950 sq.ft.","Residential, Condo",2008,10,2,"2","$2,472",-123.0829301,49.3129846
"198","$908,000","4302","4485","Skyline Drive","Burnaby","BC","829 sq.ft.","Residential, Condo",2018,NA,2,"2","$3,049",-123.0044158,49.2653713
"199","$900,900","903","680","Seylynn Crescent","North Vancouver","BC","1,000 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,NA,NA
"200","$900,900","407","210","Salter Street","New Westminster","BC","1,206 sq.ft.","Residential, Condo",2017,1,2,"2","$3,311",-122.9218225,49.1953003
"201","$900,000","1011","1331","Alberni Street","Vancouver West","BC","750 sq.ft.","Residential, Condo",1999,19,2,"2","$1,656",-123.1275746,49.2881398
"202","$900,000","610","1616","Columbia Street","Vancouver West","BC","845 sq.ft.","Residential, Condo",2010,8,1,"1","$2,099",-123.1091085,49.2711435
"203","$900,000","2803","4888","Brentwood Drive","Burnaby","BC","1,033 sq.ft.","Residential, Condo",2008,10,2,"2","$2,774",-122.9927934,49.2658534
"204","$900,000","702","4670","Assembly Way","Burnaby","BC","825 sq.ft.","Residential, Condo",2018,NA,2,"2","$1,595",NA,NA
"205","$900,000","402","3602","Aldercrest Drive","North Vancouver","BC","1,237 sq.ft.","Residential, Condo",2017,1,3,"2","$3,623",-122.969685,49.3077149
"206","$899,999","1601","1055","Homer Street","Vancouver West","BC","786 sq.ft.","Residential, Condo",2003,15,1,"1","$2,021",-123.120883,49.276877
"207","$899,999","1203","1555","Eastern Avenue","North Vancouver","BC","993 sq.ft.","Residential, Condo",1991,27,2,"2","$2,195",-123.0711937,49.3230834
"208","$899,900","2608","1239","W Georgia Street","Vancouver West","BC","675 sq.ft.","Residential, Condo",1999,19,1,"1","$1,686",-123.1255974,49.287685
"209","$899,900","2210","4625","Valley Drive","Vancouver West","BC","852 sq.ft.","Residential, Condo",2001,17,2,"2","$1,745",-123.1528889,49.2447104
"210","$899,900","903","290","Newport Drive","Port Moody","BC","1,310 sq.ft.","Residential, Condo",2006,12,2,"2","$2,776",-122.825361,49.2841819
"211","$899,900","8","900","W 17th Street","North Vancouver","BC","1,217 sq.ft.","Residential, Condo",1986,32,3,"2+1","$2,216",-123.0979397,49.3241188
"212","$899,900","313","9150","University High Street","Burnaby","BC","1,285 sq.ft.","Residential, Condo",2012,6,3,"3","$2,417",-122.9084158,49.2773783
"213","$899,900","303","1","E Cordova Street","Vancouver East","BC","841 sq.ft.","Residential, Condo",1998,20,1,"1","$1,675",-123.1039456,49.2826022
"214","$899,900","207","1880","E Kent Avenue","Vancouver East","BC","1,060 sq.ft.","Residential, Condo",1995,23,2,"2","$1,791",-123.068243,49.207431
"215","$899,900",NA,"299","Alexander Street","Vancouver East","BC","989 sq.ft.","Residential, Condo",1999,19,NA,"1","$1,708",-123.0980981,49.2842569
"216","$899,900","503","888","Hamilton Street","Vancouver West","BC","830 sq.ft.","Residential, Condo",1993,25,2,"1","$1,427",-123.1169051,49.2779748
"217","$899,900","905","980","Cooperage Way","Vancouver West","BC","729 sq.ft.","Residential, Condo",2007,11,1,"1","$2,051",-123.1140189,49.273558
"218","$899,900","3906","1408","Strathmore Mews Street","Vancouver West","BC","725 sq.ft.","Residential, Condo",2003,15,1,"1","$1,848",-123.126554,49.2727132
"219","$899,900","704","210","Salter Street","New Westminster","BC","1,228 sq.ft.","Residential, Condo",2017,1,2,"2","$3,493",-122.9218225,49.1953003
"220","$899,900","1606","1320","Chesterfield Avenue","North Vancouver","BC","941 sq.ft.","Residential, Condo",2009,9,2,"2","$2,493",-123.0750021,49.320181
"221","$899,900","1303","4398","Buchanan Street","Burnaby","BC","1,183 sq.ft.","Residential, Condo",2001,17,2,"2","$2,927",-123.0071699,49.2672232
"222","$899,900","306","5085","Main Street","Vancouver East","BC","865 sq.ft.","Residential, Condo",2017,1,2,"2",NA,-123.1015921,49.2392782
"223","$899,900","407","680","Seylynn Crescent","North Vancouver","BC","1,101 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,NA,NA
"224","$899,900","1108","2378","Alpha Avenue","Burnaby","BC","847 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0001788,49.2629041
"225","$899,888","1505","928","Richards Street","Vancouver West","BC","765 sq.ft.","Residential, Condo",2000,18,2,"2","$1,886",-123.1198007,49.2785351
"226","$899,880","404","518","Thirteenth Street","New Westminster","BC","1,500 sq.ft.","Residential, Condo",1990,28,3,"2","$1,982",-122.9315708,49.2059341
"227","$899,000","103","9388","Tomicki Avenue","Richmond","BC","963 sq.ft.","Residential, Condo",2017,1,2,"2",NA,-123.1195016,49.180064
"228","$899,000","61","2212","Folkestone Way","West Vancouver","BC","990 sq.ft.","Residential, Condo",1976,42,1,"1","$1,592",-123.1724885,49.3449435
"229","$899,000","5e","328","Taylor Way","West Vancouver","BC","1,277 sq.ft.","Residential, Condo",1995,23,2,"2","$1,778",-123.134379,49.3265117
"230","$899,000","S202","5289","Cambie Street","Vancouver West","BC","624 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-123.1164797,49.2374526
"231","$899,000","1505","907","Beach Avenue","Vancouver West","BC","765 sq.ft.","Residential, Condo",1993,25,2,"2","$1,538",-123.133078,49.2758343
"232","$899,000","304","5788","Vine Street","Vancouver West","BC","931 sq.ft.","Residential, Condo",1995,23,2,"2","$1,712",-123.1595965,49.2339053
"233","$899,000","3201","501","Pacific Street","Vancouver West","BC","628 sq.ft.","Residential, Condo",1999,19,1,"1","$1,822",-123.1273946,49.2740806
"234","$899,000",NA,"6933","Arlington Street","Vancouver East","BC","1,615 sq.ft.","Residential, Condo",1983,35,3,"3+2","$4,293",-123.0302947,49.2207739
"235","$899,000","3209","6658","Dow Avenue","Burnaby","BC","904 sq.ft.","Residential, Condo",2014,4,2,"2","$2,816",-123.000916,49.223319
"236","$899,000","313","5055","Springs Boulevard","Tsawwassen","BC","1,260 sq.ft.","Residential, Condo",2014,4,2,"2","$3,752",-123.0840455,49.0324631
"237","$899,000","1300","7760","Granville Avenue","Richmond","BC","1,500 sq.ft.","Residential, Condo",1998,20,4,"2","$2,090",-123.140936,49.162267
"238","$899,000","803","7688","Alderbridge Way","Richmond","BC","1,109 sq.ft.","Residential, Condo",2017,1,3,"2",NA,-123.1437574,49.1743147
"239","$899,000","1305","5177","Brighouse Way","Richmond","BC","860 sq.ft.","Residential, Condo",2013,5,1,"1","$2,062",-123.15562,49.1730254
"240","$899,000","401","5639","Hampton Place","Vancouver West","BC","1,045 sq.ft.","Residential, Condo",2000,18,2,"2","$1,248",-123.232849,49.258815
"241","$899,000","1011","788","Richards Street","Vancouver West","BC","818 sq.ft.","Residential, Condo",2008,10,2,"2","$1,880",-123.1169885,49.2804843
"242","$899,000","1608","8131","Nunavut Lane","Vancouver West","BC","769 sq.ft.","Residential, Condo",2016,2,2,"2","$1,901",-123.1164029,49.2109715
"243","$899,000","304","7688","Alderbridge Way","Richmond","BC","1,109 sq.ft.","Residential, Condo",2017,1,3,"2","$2,458",-123.1437574,49.1743147
"244","$899,000","2108","4900","Lennox Lane","Burnaby","BC","755 sq.ft.","Residential, Condo",2017,1,2,"2","$980",-122.9939124,49.2234333
"245","$899,000","106","5115","Cambie Street","Vancouver West","BC","689 sq.ft.","Residential, Condo",2017,1,1,"1+1","$1,817",-123.1168459,49.2389181
"246","$899,000","1602","2088","Madison Avenue","Burnaby","BC","1,208 sq.ft.","Residential, Condo",2005,13,2,"2","$2,878",-123.0081344,49.2658991
"247","$899,000","609","6538","Nelson Avenue","Burnaby","BC","763 sq.ft.","Residential, Condo",2017,1,2,"2","$2,047",-122.9934732,49.2243416
"248","$899,000","115","1420","Duchess Avenue","West Vancouver","BC","1,028 sq.ft.","Residential, Condo",1977,41,1,"1","$1,386",-123.1547693,49.3293997
"249","$899,000","2506","1008","Cambie Street","Vancouver West","BC","802 sq.ft.","Residential, Condo",1997,21,1,"1","$1,999",-123.1179733,49.2756765
"250","$899,000","405","2250","Wesbrook Mall","Vancouver West","BC","846 sq.ft.","Residential, Condo",2007,11,2,"2","$1,644",-123.2432535,49.2643876
"251","$899,000","505","6588","Nelson Avenue","Burnaby","BC","1,895 sq.ft.","Residential, Condo",2015,3,2,"2","$2,468",-122.9937796,49.223837
"252","$899,000","1704","1245","Quayside Drive","New Westminster","BC","1,473 sq.ft.","Residential, Condo",1990,28,3,"3+1","$2,706",-122.9209308,49.199595
"253","$899,000","705","1001","Homer Street","Vancouver West","BC","787 sq.ft.","Residential, Condo",2005,13,2,"2","$1,789",-123.1206569,49.2772814
"254","$899,000","303","1140","Strathaven Drive","North Vancouver","BC","1,355 sq.ft.","Residential, Condo",1995,23,2,"2","$3,126",-122.9845874,49.3175584
"255","$899,000","607","610","Granville Street","Vancouver West","BC","898 sq.ft.","Residential, Condo",2006,12,1,"2+1","$1,962",-123.116417,49.2832675
"256","$899,000","6016","5511","Hollybridge Way","Richmond","BC","1,478 sq.ft.","Residential, Condo",2014,4,2,"2","$5,801",-123.148357,49.1735849
"257","$899,000","2106","2055","Pendrell Street","Vancouver West","BC","825 sq.ft.","Residential, Condo",1965,53,1,"1","$1,990",-123.1442437,49.2906894
"258","$899,000","306","429","West 2nd Avenue","Vancouver West","BC","729 sq.ft.","Residential, Condo",2012,6,1,"2+1","$1,536",-123.113698,49.2674339
"259","$899,000","405","55","E Cordova Street","Vancouver East","BC","963 sq.ft.","Residential, Condo",2006,12,1,"1","$1,967",-123.1034019,49.2824456
"260","$899,000","509","5085","Main Street","Vancouver East","BC","872 sq.ft.","Residential, Condo",2017,1,2,"2","$2,192",-123.1015921,49.2392782
"261","$899,000","301","4600","Westwater Drive","Richmond","BC","1,123 sq.ft.","Residential, Condo",2003,15,2,"2","$2,642",-123.1721997,49.1222228
"262","$899,000","503","112","E 13th Street","North Vancouver","BC","920 sq.ft.","Residential, Condo",2017,1,2,"2","$2,778",-123.0716572,49.3200258
"263","$899,000","317","3138","Riverwalk Avenue","Vancouver East","BC","1,028 sq.ft.","Residential, Condo",2015,3,2,"2","$1,910",-123.0416649,49.2058516
"264","$899,000","206","1144","Strathaven Drive","North Vancouver","BC","1,306 sq.ft.","Residential, Condo",1995,23,2,"2","$3,414",-122.9850925,49.3173174
"265","$899,000","203","6460","Main Street","Vancouver East","BC","968 sq.ft.","Residential, Condo",2006,12,2,"2","$1,478",-123.1013743,49.2261114
"266","$899,000","401","6188","Wilson Avenue","Burnaby","BC","1,060 sq.ft.","Residential, Condo",2010,8,2,"2","$2,828",-123.0109051,49.2274721
"267","$899,000","1604","2200","Douglas Road","Burnaby","BC","1,071 sq.ft.","Residential, Condo",2011,7,2,"2","$3,205",-122.9899945,49.264244
"268","$899,000","307","5683","Hampton Place","Vancouver West","BC","1,138 sq.ft.","Residential, Condo",1997,21,2,"2","$1,529",-123.2341731,49.2593578
"269","$899,000","407","272","E 4th Avenue","Vancouver East","BC","1,250 sq.ft.","Residential, Condo",1995,23,1,"2","$2,486",-123.099049,49.267164
"270","$899,000","2404","1188","Howe Street","Vancouver West","BC","758 sq.ft.","Residential, Condo",1994,24,2,"2","$1,474",-123.1266684,49.2777918
"271","$899,000","329","5233","Gilbert Road","Richmond","BC","1,016 sq.ft.","Residential, Condo",2016,2,3,"3","$2,236",-123.1459588,49.175655
"272","$899,000","1503","602","Citadel Parade","Vancouver West","BC","885 sq.ft.","Residential, Condo",2007,11,2,"2","$1,740",-123.1099791,49.2791479
"273","$899,000","204","910","W 8th Avenue","Vancouver West","BC","905 sq.ft.","Residential, Condo",1986,32,2,"1","$1,720",-123.1247288,49.264023
"274","$899,000","301","150","W 15th Street","North Vancouver","BC","923 sq.ft.","Residential, Condo",2014,4,2,"2","$2,328",-123.0745806,49.3224377
"275","$899,000","605","1788","Ontario Street","Vancouver East","BC","813 sq.ft.","Residential, Condo",2016,2,2,"2","$2,224",-123.1043177,49.2695255
"276","$898,888","710","1616","Columbia Street","Vancouver West","BC","845 sq.ft.","Residential, Condo",2010,8,1,"1","$2,278",-123.1091085,49.2711435
"277","$898,800","Ph13","13040","No. 2 Road","Richmond","BC","1,011 sq.ft.","Residential, Condo",2019,NA,2,"2",NA,-123.1583059,49.1182869
"278","$898,800","1203","6951","Elmbridge Way","Richmond","BC","907 sq.ft.","Residential, Condo",2014,4,2,"2","$1,843",-123.1488579,49.1732461
"279","$898,800","305","528","W King Edward","Vancouver West","BC","643 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-123.1168782,49.2487262
"280","$898,800","602","4670","Assembly Way","Burnaby","BC","822 sq.ft.","Residential, Condo",2018,NA,2,"2","$1,595",NA,NA
"281","$898,500","211","1140","Strathaven Drive","North Vancouver","BC","1,500 sq.ft.","Residential, Condo",1995,23,2,"2","$3,669",-122.9845874,49.3175584
"282","$898,000","1600","4825","Hazel Street","Burnaby","BC","1,201 sq.ft.","Residential, Condo",1991,27,2,"2","$2,543",-122.995598,49.228584
"283","$898,000","1206","488","Sw Marine Drive","Vancouver West","BC","808 sq.ft.","Residential, Condo",2015,3,2,"2","$1,765",-123.1166368,49.2098573
"284","$898,000","Ph11","6033","Gray Avenue","Vancouver West","BC","802 sq.ft.","Residential, Condo",2015,3,1,"1","$1,518",-123.2360914,49.2516024
"285","$898,000","901","1616","Columbia Street","Vancouver West","BC","732 sq.ft.","Residential, Condo",2010,8,1,"1","$2,293",-123.1091085,49.2711435
"286","$898,000","306","3611","W 18th Avenue","Vancouver West","BC","825 sq.ft.","Residential, Condo",2008,10,2,"2","$2,209",-123.1854903,49.256608
"287","$898,000","2502","6658","Dow Avenue","Burnaby","BC","904 sq.ft.","Residential, Condo",2014,4,2,"2","$2,741",-123.000916,49.223319
"288","$898,000","1103","1688","Pullman Porter Street","Vancouver West","BC","674 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1037214,49.2706515
"289","$898,000","401","677","W 41st Avenue","Vancouver West","BC","635 sq.ft.","Residential, Condo",2017,1,1,"1","$1,749",-123.1203323,49.2339789
"290","$898,000","1701","33","Smithe Mews","Vancouver West","BC","800 sq.ft.","Residential, Condo",2008,10,2,"1","$2,031",-123.1119137,49.2741455
"291","$897,000","Ph1007","150","E Cordova Street","Vancouver East","BC","790 sq.ft.","Residential, Condo",2016,2,2,"2","$1,849",-123.1005128,49.2820219
"292","$896,000","3903","4880","Bennett Street","Burnaby","BC","827 sq.ft.","Residential, Condo",2013,5,2,"2","$2,801",-122.9949968,49.22484
"293","$895,000","208","717","Chesterfield Avenue","North Vancouver","BC","952 sq.ft.","Residential, Condo",2014,4,2,"2","$2,440",-123.0764003,49.3187571
"294","$893,000","110","2338","Western Parkway","Vancouver West","BC","893 sq.ft.","Residential, Condo",2001,17,2,"2","$1,450",-123.2416726,49.2643313
"295","$890,000","706","867","Hamilton Street","Vancouver West","BC","1,029 sq.ft.","Residential, Condo",1994,24,2,"2","$1,778",-123.1170413,49.2783131
"296","$890,000","205","3580","W 41st Avenue","Vancouver West","BC","992 sq.ft.","Residential, Condo",2003,15,2,"2","$1,474",-123.1840521,49.2344843
"297","$890,000","2801","4508","Hazel Street","Burnaby","BC","744 sq.ft.","Residential, Condo",2015,3,2,"1","$2,672",-123.0037278,49.230381
"298","$889,900","2204","300","Morrissey Road","Port Moody","BC","920 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-122.8290397,49.2797739
"299","$889,900","403","3971","Hastings Street","Burnaby","BC","1,072 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0169871,49.2812133
"300","$889,500","203","3383","Capilano Crescent","North Vancouver","BC","1,289 sq.ft.","Residential, Condo",1990,28,2,"2","$4,028",-123.1155948,49.3397266
"301","$889,000","502","1239","W Georgia Street","Vancouver West","BC","830 sq.ft.","Residential, Condo",1998,20,2,"2","$1,348",-123.1255974,49.287685
"302","$889,000","3901","4508","Hazel Street","Burnaby","BC","738 sq.ft.","Residential, Condo",2015,3,2,"1","$2,726",-123.0037278,49.230381
"303","$889,000","1901","5833","Wilson Avenue","Burnaby","BC","1,253 sq.ft.","Residential, Condo",1995,23,3,"2","$2,699",-123.007586,49.232157
"304","$889,000","901","1003","Pacific Street","Vancouver West","BC","966 sq.ft.","Residential, Condo",1998,20,2,"2","$2,078",-123.1323385,49.2773335
"305","$889,000","301","688","Abbott Street","Vancouver West","BC","913 sq.ft.","Residential, Condo",2007,11,2,"2","$1,728",-123.107294,49.2788489
"306","$888,900","2103","1188","Richards Street","Vancouver West","BC","766 sq.ft.","Residential, Condo",1995,23,2,"1","$1,970",-123.1233819,49.2761358
"307","$888,800","207","650","Evergreen Place","North Vancouver","BC","952 sq.ft.","Residential, Condo",2010,8,1,"2+1","$2,244",-123.079569,49.3414092
